,D0000000101,D0000000102,D0000000103,D0000000104,D0000000105,D0000000106,D0000000107,D0000000108,D0000000109,D0000000201,D0000000202,D0000000203,D0000000204,D0000000205,D0000000206,D0000000207,D0000000208,D0000000209,D0000000301,D0000000302,D0000000303,D0000000304,D0000000305,D0000000306,D0000000307,D0000000308,D0000000309,D0000000401,D0000000402,D0000000403,D0000000404,D0000000405,D0000000406,D0000000407,D0000000408,y
149,6.0038869,5.9138033,5.2764848,5.6059469,5.5154897,4.8801617,5.7820381,5.6922034,5.0535548,-25.70781,-25.7944467,-25.3319549,-39.7670621,-39.9288435,-39.0684174,-16.3349752,-16.3850105,-16.1172419,7.1134204,7.2006878,6.7348289,5.9312258,6,5.6342277,7.9015501,8,7.4731357,300,5.4519712,7.1512307,-128.53905,-0.4741811,-0.428178,-0.000454,-9.07E-06,15
150,6.2045947,6.1279638,5.4134624,5.8066547,5.7300495,5.0153891,5.982746,5.9060979,5.1917025,-25.7241533,-25.8032373,-25.3143359,-39.8029247,-39.9291836,-39.1484056,-16.3383056,-16.3850104,-16.0963382,7.1253379,7.1999526,6.7386809,5.9402326,6,5.6304014,7.9154082,8,7.4771561,350,5.5857822,7.351947,-128.620766,-0.3924648,-0.367278,-0.0003338,-5.72E-06,17.5
151,6.3782943,6.3115432,5.5320202,5.9803543,5.9136719,5.1336666,6.1564456,6.0896487,5.3104469,-25.7319184,-25.8041534,-25.297137,-39.8098617,-39.9291449,-39.0911006,-16.3466228,-16.3850105,-16.1157392,7.134823,7.1998735,6.7432848,5.9479928,6,5.6346148,7.926043,8,7.4812265,400,5.701704,7.5258299,-128.659592,-0.3536391,-0.3214882,-0.0002557,-3.83E-06,20
152,6.5319762,6.4726661,5.6380028,6.1340361,6.0747879,5.2396398,6.3101274,6.2507761,5.4164358,-25.7450037,-25.8040669,-25.3413772,-39.8316124,-39.9292975,-39.1633047,-16.3539313,-16.3850105,-16.1416999,7.1420405,7.199886,6.7467349,5.9535738,6,5.6359511,7.9343517,8,7.4860567,450,5.8039609,7.6792151,-128.725019,-0.2882124,-0.2859285,-0.0002022,-2.69E-06,22.5
153,6.6692025,6.6160107,5.730938,6.2712625,6.2181381,5.3324809,6.4473537,6.3941171,5.5094337,-25.7451282,-25.8041317,-25.292282,-39.8307305,-39.9291627,-39.0742553,-16.3547266,-16.3850105,-16.1225096,7.1479563,7.199876,6.7494784,5.9586133,6,5.6405467,7.9408517,8,7.4873009,500,5.8954372,7.8164297,-128.725641,-0.2875902,-0.2573483,-0.0001638,-1.96E-06,25
154,6.7933021,6.7450218,5.8153705,6.395362,6.3471031,5.4172491,6.5714533,6.5231589,5.5936427,-25.7530725,-25.8031367,-25.3272985,-39.8457099,-39.9291698,-39.1355892,-16.3579808,-16.3850105,-16.1281772,7.1526854,7.1999607,6.7506303,5.9622413,6,5.6409709,7.9463148,8,7.4898884,550,5.978191,7.9405604,-128.765362,-0.2478688,-0.2340337,-0.0001354,-1.48E-06,27.5
155,6.9067609,6.8626134,5.891996,6.5088209,6.4645977,5.4947625,6.6849121,6.640815,5.6696757,-25.8432234,-25.8010169,-26.2376771,-39.8550764,-39.9291261,-39.1642656,-16.5019871,-16.3850105,-17.5965443,7.1564184,7.2001393,6.7478107,5.9650678,6,5.6391849,7.9506522,8,7.4889021,600,6.0537419,8.0538866,-129.216117,0.2028858,-0.2152884,-0.0001142,-1.14E-06,30
156,3.7476448,3.0824263,3.6418705,3.2704459,2.6042261,3.1649474,3.5715924,2.9068735,3.4656802,-32.1343334,-32.7857525,-31.954688,-68.6564747,-70.1165513,-68.2550036,-13.8781598,-14.1897412,-13.792107,4.3754693,4.6650124,4.2956204,6.0863734,6.5,5.9726402,3.5202467,4,3.4565366,50,3.8985573,4.8211098,-96.4030002,-7.6492751,-1.9203785,-0.0121768,-0.0014554,2.5
157,4.6513846,4.359513,4.340999,4.1742634,3.8826953,3.8635608,4.4752934,4.1832698,4.1650662,-32.3976232,-32.755277,-32.0243929,-69.4001215,-70.1095924,-68.6586933,-13.896374,-14.0585236,-13.7272834,4.5220147,4.6679631,4.36971,6.2876749,6.5,6.064759,3.6391846,4,3.5231127,100,4.4988853,5.7216018,-97.1928695,-6.8594057,-0.9699887,-0.0030814,-0.0001845,5
158,5.1789769,4.9925756,4.7217694,4.7018528,4.5153704,4.2447965,5.0028871,4.8165263,4.545604,-32.660913,-32.739019,-32.0940978,-70.1437683,-70.1126077,-69.062383,-13.9145882,-14.0576417,-13.6624598,4.566808,4.6667718,4.3803207,6.3585918,6.5,6.0939047,3.6709249,4,3.5230896,150,4.8504897,6.2490084,-97.9827388,-6.0695364,-7.1023878,-0.0010558,-3.46E-05,7.5
159,5.5538321,5.4163892,4.9872595,5.0767096,4.9392646,4.5101427,5.3777414,5.2402996,4.811166,-32.5979934,-32.7480023,-32.1950476,-69.7529144,-70.1165692,-68.776102,-14.0206107,-14.0639337,-13.9042378,4.5923041,4.6666271,4.3926619,6.3947402,6.5,6.1120482,3.6910899,4,3.5329554,200,5.100078,6.6233908,-97.7939802,-6.2582951,-0.4884814,-0.0007767,-2.33E-05,10
160,5.8444734,5.7358264,5.1895156,5.3673522,5.258654,4.7125739,5.6683822,5.5597606,5.0133345,-32.6183347,-32.7460764,-32.168924,-69.8071804,-70.1168111,-68.7184406,-14.0239119,-14.0640046,-13.8828235,4.6074702,4.6665203,4.3997246,6.416098,6.5,6.1212615,3.7031563,4,3.538422,250,5.2937245,6.9138605,-97.8550042,-6.1972711,-0.3911071,-0.0004976,-1.19E-05,12.5
161,6.0820813,5.9921663,5.353947,5.6049601,5.5149566,4.87721,5.9059901,5.8161193,5.1776635,-32.6418321,-32.7438434,-32.1983585,-69.8650501,-70.1170871,-68.7705627,-14.0302231,-14.0629291,-13.8879631,4.6175094,4.6664413,4.4047876,6.4300387,6.5,6.1266253,3.7112447,4,3.5427251,300,5.4519712,7.1512307,-97.9254963,-6.1267789,-0.3262009,-0.0003459,-6.91E-06,15
162,6.2829129,6.2062447,5.4919735,5.8057916,5.7291089,5.0149278,6.1068216,6.0301608,5.3158444,-32.6574537,-32.7463163,-32.1972078,-69.9028908,-70.1165421,-68.7965554,-14.0347352,-14.0621447,-13.8927587,4.6243539,4.6666381,4.4053512,6.4397555,6.5,6.1278684,3.716653,4,3.5438678,350,5.5857822,7.351947,-97.9723612,-6.079914,-0.2797612,-0.0002543,-4.36E-06,17.5
163,6.456884,6.3900391,5.611174,5.9797627,5.9129014,5.1341516,6.2807927,6.2139561,5.4350333,-32.669501,-32.7465906,-32.206202,-69.9326413,-70.1158181,-68.8320642,-14.0379308,-14.0630386,-13.8870161,4.6296765,4.6666707,4.4073462,6.4473263,6.5,6.1303087,3.7208517,4,3.5455707,400,5.701704,7.5258299,-98.0085029,-6.0437724,-0.2448988,-0.0001948,-2.92E-06,20
164,6.6103768,6.5510933,5.7162221,6.1332556,6.0740041,5.2388813,6.4342856,6.374986,5.5402406,-33.0403179,-32.7489704,-35.0322863,-69.9508373,-70.1163108,-68.8188246,-14.5850581,-14.0632279,-18.1518236,4.6339762,4.6667351,4.4100011,6.4531971,6.5,6.132883,3.7243658,4,3.5492132,450,5.8039609,7.6792151,-99.1209536,-4.9313217,-0.2201709,-0.0001557,-2.08E-06,22.5
165,6.7475978,6.6944239,5.809196,6.2704764,6.2173439,5.3317572,6.5715065,6.518312,5.6332634,-32.6859078,-32.7495761,-32.1970857,-69.969038,-70.1167967,-68.8336617,-14.0443477,-14.0633035,-13.8988721,4.6370964,4.6667409,4.4094963,6.4579367,6.5,6.1351095,3.7266765,4,3.5476353,500,5.8954372,7.8164297,-98.0577234,-5.9945519,-0.196037,-0.0001248,-1.50E-06,25
166,6.8717972,6.8235167,5.8938677,6.394676,6.346397,5.4167337,6.6957059,6.6474247,5.7177828,-32.7191801,-32.7476825,-32.4767806,-69.980728,-70.1166328,-68.8248868,-14.0884061,-14.0631106,-14.3035281,4.6398375,4.6666517,4.4117961,6.4617595,6.5,6.1367599,3.7288765,4,3.5493522,550,5.978191,7.9405604,-98.1575402,-5.8947351,-0.1784034,-0.0001032,-1.13E-06,27.5
167,6.9851476,6.9409834,5.9705384,6.5080263,6.4638631,5.4934079,6.8090564,6.7648917,5.7944518,-32.6949062,-32.7474785,-32.2037701,-69.9911952,-70.1161982,-68.8233757,-14.0467646,-14.0630576,-13.8945552,4.6419943,4.6666842,4.4113389,6.4649548,6.5,6.1372197,3.7305142,4,3.5484262,600,6.0537419,8.0538866,-98.0847187,-5.9675566,-0.1634201,-8.67E-05,-8.66E-07,30
168,3.7201593,3.0488301,3.6160552,3.243038,2.5634811,3.1411361,3.544068,2.876795,3.4388587,-41.8930885,-42.2112884,-41.8068949,-80.3348737,-81.5060605,-80.0251523,-22.6721959,-23.1118375,-22.5516826,2.5436191,2.6541555,2.5136771,3.8051429,4,3.7536127,1.9128571,2,1.8889698,50,3.8985573,4.8211098,-125.679266,-2.0508965,-2.503571,-0.0158747,-0.0018974,2.5
169,4.6201048,4.3292962,4.3086071,4.1429836,3.852602,3.8310375,4.4440136,4.1529912,4.1327398,-42.2765929,-42.5957104,-41.9419053,-80.9022154,-81.5060592,-80.2676315,-22.9637816,-23.1118108,-22.8086863,2.6022496,2.6673226,2.5340016,3.9026549,4,3.8003541,1.9520469,2,1.9018048,100,4.4988853,5.7216018,-126.829779,-0.9003833,-1.2657663,-0.004021,-0.0002408,5
170,5.1483342,4.9619808,4.6910373,4.6712099,4.4849828,4.2136771,4.9722445,4.7858279,4.5150654,-42.3729262,-42.5820815,-41.9826137,-81.0885169,-81.5060389,-80.3087136,-23.0153372,-23.111817,-22.8353677,2.623226,2.6668559,2.5418067,3.9350375,4,3.8137075,1.9673272,2,1.9063808,150,4.8504897,6.2490084,-127.118779,-0.6113835,-0.8463301,-0.0017936,-7.17E-05,7.5
171,5.5232234,5.3857993,4.9566006,5.0461009,4.9087048,4.4794025,5.3471328,5.2096946,4.7805477,-42.43713,-42.5777585,-42.0593214,-81.2046682,-81.5060445,-80.3948057,-23.0534481,-23.111814,-22.8966625,2.6340745,2.6667078,2.5464029,3.9513125,4,3.8204788,1.9754585,2,1.9095339,200,5.100078,6.6233908,-127.31139,-0.418772,-0.635921,-0.0010111,-3.03E-05,10
172,5.8139471,5.7053385,5.1588538,5.3368258,5.2281847,4.681847,5.6378558,5.5292635,4.9827053,-42.6106898,-42.5750989,-42.735953,-81.4950853,-81.5060412,-81.4565388,-23.168492,-23.1118144,-23.3680042,2.641106,2.6666167,2.5513204,3.9615394,4,3.8262217,1.9808894,2,1.9136176,250,5.2937245,6.9138605,-127.832069,0.1019072,-0.5109195,-0.00065,-1.56E-05,12.5
173,6.0515461,5.9616403,5.3233717,5.5744248,5.4845874,4.8459534,5.8754548,5.7855149,5.147429,-42.4779695,-42.5796189,-42.0360193,-81.3066885,-81.5060413,-80.4392147,-23.06361,-23.111815,-22.8541127,2.6452781,2.6667715,2.551829,3.9677732,4,3.82754,1.9840305,2,1.9146276,300,5.4519712,7.1512307,-127.433908,-0.2962536,-0.4244967,-0.0004501,-9.00E-06,15
174,6.2523471,6.1757112,5.4612403,5.7752259,5.698585,4.9841446,6.0762559,5.9996224,5.2851363,-42.4921454,-42.5763365,-42.0558939,-81.3354142,-81.5060427,-80.4513336,-23.070511,-23.1118146,-22.8564814,2.6483582,2.6666591,2.5535287,3.9724333,4,3.8296012,1.9863207,2,1.9154362,350,5.5857822,7.351947,-127.476436,-0.2537258,-0.3640104,-0.0003309,-5.67E-06,17.5
175,6.4263058,6.3594674,5.5805566,5.9491845,5.8823583,5.1033624,6.2502145,6.1833701,5.4045019,-42.5029475,-42.5771013,-42.057246,-81.3554457,-81.5060415,-80.4501114,-23.0766985,-23.1118146,-22.8656539,2.6505414,2.6666853,2.5535086,3.9758167,4,3.8304341,1.9879038,2,1.9152069,400,5.701704,7.5258299,-127.508843,-0.2213194,-0.3186128,-0.0002534,-3.80E-06,20
176,6.5797625,6.5204979,5.6854775,6.1026412,6.043334,5.2086482,6.4036712,6.344428,5.5092402,-42.5113005,-42.5746428,-42.0780752,-81.3726605,-81.5060415,-80.4611123,-23.0806206,-23.1118146,-22.8671886,2.6523481,2.6666011,2.5548653,3.9785182,4,3.8317077,1.989263,2,1.9157999,450,5.8039609,7.6792151,-127.533902,-0.1962604,-0.2832828,-0.0002003,-2.67E-06,22.5
177,6.7170573,6.6638254,5.7791013,6.2399361,6.1866835,5.3021382,6.5409661,6.4877444,5.602931,-42.5171907,-42.5756324,-42.0690165,-81.3858,-81.5060416,-80.4640778,-23.0828861,-23.1118145,-22.8609963,2.6537596,2.666635,2.5550212,3.9805922,4,3.8318197,1.9903433,2,1.9162731,500,5.8954372,7.8164297,-127.551572,-0.1785898,-0.2550011,-0.0001623,-1.95E-06,25
178,6.8412246,6.7929473,5.8632681,6.3641033,6.3158482,5.3859582,6.6651333,6.616845,5.6872712,-42.5221448,-42.5775509,-42.0509105,-81.3966202,-81.5060412,-80.4655317,-23.0849071,-23.1118148,-22.8561098,2.6549302,2.6667007,2.5548206,3.9823079,4,3.8317619,1.9912413,2,1.9167658,550,5.978191,7.9405604,-127.566434,-0.1637278,-0.2318547,-0.0001341,-1.46E-06,27.5
179,6.9545162,6.9104182,5.9392881,6.4773949,6.4333046,5.4620954,6.7784249,6.7343231,5.7632325,-42.5270629,-42.5768991,-42.0607526,-81.4053565,-81.5060417,-80.4630878,-23.0879161,-23.1118146,-22.8643212,2.6559021,2.6666784,2.5550701,3.9838222,4,3.8324212,1.9919421,2,1.9165521,600,6.0537419,8.0538866,-127.581189,-0.1489734,-0.2125645,-0.0001127,-1.13E-06,30
180,3.7695988,3.1034616,3.6640776,3.2924776,2.6324573,3.1852588,3.5935076,2.9242793,3.4888326,-36.4014163,-37.1834023,-36.1863447,-73.6139168,-74.784853,-73.2860241,-17.795166,-17.9798042,-17.7448428,8.6704063,9.3238771,8.4906805,7.4671086,8,7.3178851,9.2720551,10,9.0736535,50,3.8985573,4.8211098,-109.204249,-1.5402127,-2.1753834,-0.0137937,-0.0016487,2.5
181,4.6725504,4.3800484,4.3628216,4.1954291,3.9034698,3.885135,4.4964591,4.2036855,4.1870128,-36.5516596,-36.9384981,-36.1491683,-74.1571221,-74.784853,-73.5023225,-17.7489283,-17.9798042,-17.5090167,8.9907118,9.3324997,8.6350941,7.7262641,8,7.4407243,9.6229357,10,9.2311143,100,4.4988853,5.7216018,-109.654979,-1.0894827,-1.0943611,-0.0034765,-0.0002082,5
182,5.2007821,5.0128583,4.7464006,4.7236609,4.5342927,4.2719345,5.0246909,4.8374874,4.5689757,-36.7980168,-36.8519519,-36.6984007,-74.3788448,-74.784853,-73.6360087,-18.0076028,-17.9798042,-18.0591891,9.108575,9.3355468,8.689367,7.8191214,8,7.4881844,9.7533018,10,9.2954999,150,4.8504897,6.2490084,-110.39405,-0.350411,-0.7349804,-0.0015576,-6.22E-05,7.5
183,5.5750307,5.4376222,5.0083659,5.0979095,4.9617769,4.5277974,5.3989395,5.2608915,4.8339881,-36.76802,-36.9705363,-36.2238731,-74.4441355,-74.784853,-73.5186408,-17.9299623,-17.9798042,-17.796764,9.1677522,9.3313717,8.7281181,7.8672578,8,7.5066888,9.8179993,10,9.3316186,200,5.100078,6.6233908,-110.30406,-0.4404014,-0.5509693,-0.000876,-2.63E-05,10
184,5.8658333,5.756436,5.2135045,5.3887121,5.2789387,4.7376935,5.689742,5.5805327,5.0367566,-36.7809053,-36.8984313,-36.3706391,-74.4706783,-74.784853,-73.3781907,-17.9360188,-17.9798042,-17.7828726,9.2000185,9.3339104,8.7326218,7.8938197,8,7.5245962,9.853118,10,9.3393763,250,5.2937245,6.9138605,-110.342716,-0.4017456,-0.441018,-0.0005611,-1.35E-05,12.5
185,6.1030456,6.0130273,5.37536,5.6259244,5.5363905,4.8961292,5.9269543,5.8366937,5.2003196,-36.8419192,-36.9359523,-36.4336489,-74.5903017,-74.784853,-73.7405431,-17.967728,-17.9798042,-17.9154517,9.2229566,9.3325893,8.7469558,7.9116033,8,7.5255055,9.8786332,10,9.3532527,300,5.4519712,7.1512307,-110.525758,-0.2187038,-0.3681737,-0.0003904,-7.80E-06,15
186,6.3041627,6.2269433,5.5160671,5.8270415,5.7499009,5.0385407,6.1280715,6.0508127,5.3401783,-38.5884547,-36.9182564,-36.4863197,-74.6068389,-74.784853,-73.6910096,-18.0322118,-17.9798042,-17.9425749,9.2362134,9.3332124,8.7377387,7.9216075,8,7.5183016,9.8935164,10,9.3466048,350,5.5857822,7.351947,-115.765364,0.1845837,-0.3305693,-0.0003005,-5.15E-06,17.5
187,6.4779331,6.4108661,5.6335553,6.0008118,5.9337216,5.1565734,6.3018418,6.2347865,5.4573944,-36.8623339,-36.9138059,-36.5540992,-74.6398959,-74.784853,-73.7721595,-17.973553,-17.9798042,-17.9361112,9.2505303,9.3333691,8.7544584,7.9335523,8,7.535786,9.9090192,10,9.3640879,400,5.701704,7.5258299,-110.587002,-0.1574596,-0.2763293,-0.0002198,-3.30E-06,20
188,6.631309,6.5720795,5.7367844,6.1541877,6.0948682,5.2602789,6.4552177,6.3960333,5.5603849,-36.8554106,-36.9108947,-36.4756909,-74.6481373,-74.784853,-73.7140064,-17.9590473,-17.9798042,-17.8168765,9.2597647,9.3334716,8.7553324,7.9409406,8,7.5374079,9.9191768,10,9.3655916,450,5.8039609,7.6792151,-110.566232,-0.1782295,-0.2455936,-0.0001736,-2.31E-06,22.5
189,6.768689,6.7154315,5.8309292,6.2915677,6.2384147,5.3530059,6.5925977,6.5392879,5.6552383,-36.8612373,-36.9193782,-36.4155975,-74.6614639,-74.784853,-73.7137321,-17.9611239,-17.9798042,-17.818092,9.2671452,9.3331729,8.7610545,7.9469527,8,7.539505,9.9272414,10,9.3701405,500,5.8954372,7.8164297,-110.583712,-0.1607496,-0.221079,-0.0001407,-1.69E-06,25
190,6.8927968,6.8444711,5.915251,6.4156755,6.3673856,5.4378266,6.7167055,6.6683621,5.7393112,-37.7020934,-36.9163754,-36.5486374,-74.6744257,-74.784853,-73.7354914,-19.2159272,-17.9798042,-17.9244753,9.2721623,9.3332786,8.7529117,7.9507574,8,7.5320601,9.9328648,10,9.3626989,550,5.978191,7.9405604,-112.0036673,-0.1801832,-0.205573,-0.0001189,-1.30E-06,27.5
191,7.0061342,6.9619168,5.9920221,6.5290129,6.4848339,5.5145424,6.8300429,6.7858063,5.81611,-37.7015451,-36.9164948,-36.5757754,-74.6874542,-74.784853,-73.7778649,-18.4837679,-17.9798042,-17.9412564,9.2780414,9.3332744,8.7627027,7.955582,8,7.5407711,9.9392712,10,9.3729127,600,6.0537419,8.0538866,-112.2238227,-0.2048737,-0.164256,-0.0000794,-9.06E-07,30
192,3.8121108,3.1420765,3.7076553,3.5110808,2.8413595,3.4065402,3.5110808,2.8407332,3.4067105,-19.8489021,-20.4333113,-19.6899969,-19.6712067,-20.2866019,-19.5037227,-20.0265975,-20.5802324,-19.8761981,3.3076449,3.5118962,3.2521074,3.3122688,3.5,3.2560784,3.303021,3.5,3.248138,50,3.8985573,4.8211098,-39.6978043,0.4458911,-0.7907929,-0.0050143,-0.0005993,2.5
193,4.7131712,4.4224093,4.4016245,4.4121412,4.1212315,4.1007495,4.4121412,4.121527,4.1004395,-20.2143141,-20.4093019,-20.0097676,-20.0318669,-20.2479782,-19.8053194,-20.3967613,-20.5705158,-20.2143619,3.4026557,3.5009263,3.2995677,3.4023847,3.5,3.2987868,3.4029267,3.5,3.3003492,100,4.4988853,5.7216018,-40.4286283,1.1767151,-0.4034793,-0.0012818,-7.68E-05,5
194,5.2413671,5.0550494,4.7840036,4.9403372,4.75405,4.4829164,4.9403372,4.7539888,4.4830307,-20.2578318,-20.4068828,-19.9796167,-20.1036,-20.2452521,-19.8391421,-20.4120636,-20.5685362,-20.1200543,3.4345257,3.4998591,3.3125761,3.4345257,3.5,3.3123376,3.4345257,3.5,3.3128144,150,4.8504897,6.2490084,-40.5156636,1.2637504,-0.2697448,-0.0005717,-2.28E-05,7.5
195,5.6162591,5.4788852,5.049501,5.3152291,5.1779201,4.7482966,5.3152291,5.1777904,4.7486453,-20.2926204,-20.4069209,-19.9854124,-20.136163,-20.2452298,-19.84286,-20.4490778,-20.5686603,-20.1278504,3.4507784,3.4998822,3.3188011,3.4509284,3.5,3.3190631,3.4506284,3.5,3.3185394,200,5.100078,6.6233908,-40.5852407,1.3333276,-0.2027235,-0.0003223,-9.66E-06,10
196,5.9070156,5.7983543,5.2521075,5.6059856,5.497401,4.9508077,5.6059856,5.4972476,4.9513472,-20.3473575,-20.4071359,-20.1370807,-20.1585191,-20.2452157,-19.8533116,-20.5361959,-20.5691134,-20.4204975,3.4605581,3.4999817,3.3218817,3.4603897,3.5,3.3210962,3.4607266,3.5,3.3226662,250,5.2937245,6.9138605,-40.694715,1.4428019,-0.1626487,-0.0002069,-4.96E-06,12.5
197,6.1445393,6.0546594,5.4162526,5.8435093,5.753626,5.1152376,5.8435093,5.7536328,5.1152076,-20.33054,-20.4071294,-19.9974392,-20.1728833,-20.2451937,-19.8584063,-20.4881966,-20.5690625,-20.1364817,3.4670153,3.4999652,3.3237104,3.4669895,3.5,3.3236571,3.4670411,3.5,3.3237638,300,5.4519712,7.1512307,-40.6610799,1.4091668,-0.1354466,-0.0001436,-2.87E-06,15
198,6.3453863,6.2687233,5.5544201,6.0443563,5.9676392,5.2536699,6.0443563,5.9677473,5.2531101,-20.3420224,-20.4072125,-20.0043583,-20.1834453,-20.2452949,-19.8633301,-20.5005996,-20.5690899,-20.1455684,3.4717462,3.4999943,3.3254297,3.4717209,3.5,3.325393,3.4717715,3.5,3.3254665,350,5.5857822,7.351947,-40.6840449,1.4321317,-0.1161737,-0.0001056,-1.81E-06,17.5
199,6.5193769,6.4525549,5.6735296,6.2183469,6.1515166,5.3725493,6.2183469,6.1515332,5.3724499,-20.3512589,-20.407131,-20.0153513,-20.1907482,-20.2452256,-19.8632691,-20.5117697,-20.5690302,-20.1674684,3.4752916,3.4999651,3.3269523,3.4752498,3.5,3.3267007,3.4753333,3.5,3.3272039,400,5.701704,7.5258299,-40.7025179,1.4506047,-0.1017054,-8.09E-05,-1.21E-06,20
200,6.6728224,6.613552,5.7785781,6.3717924,6.312508,5.4776435,6.3717924,6.3125359,5.4774526,-20.3544535,-20.4071414,-19.9941364,-20.1941283,-20.2451552,-19.8452583,-20.5147786,-20.5691171,-20.14308,3.4781042,3.4999688,3.3285786,3.4782075,3.5,3.3296933,3.478001,3.5,3.3274634,450,5.8039609,7.6792151,-40.7089069,1.4569938,-0.090424,-6.39E-05,-8.52E-07,22.5
201,6.8100931,6.7568962,5.8718676,6.5090631,6.4558695,5.5708125,6.5090631,6.455863,5.5708627,-20.3611715,-20.4071633,-20.008225,-20.2012684,-20.2452054,-19.8640686,-20.5210747,-20.5691237,-20.1523648,3.4803158,3.4999817,3.3293974,3.4803511,3.5,3.3299188,3.4802805,3.5,3.328876,500,5.8954372,7.8164297,-40.7223431,1.4704299,-0.0814121,-5.18E-05,-6.21E-07,25
202,6.9342686,6.8860079,5.9561708,6.6332386,6.5849853,5.6550779,6.6332386,6.5849705,5.6552038,-20.3654799,-20.4071805,-20.0106835,-20.2054725,-20.2452771,-19.8667523,-20.5254873,-20.5690894,-20.154573,3.4820897,3.4999902,3.3297891,3.4821111,3.5,3.3300128,3.4820683,3.5,3.3295655,550,5.978191,7.9405604,-40.7309598,1.4790466,-0.0740294,-4.28E-05,-4.67E-07,27.5
203,7.0476471,7.003446,6.0333823,6.7466171,6.7024103,5.7324058,6.7466171,6.7024217,5.7322988,-20.3740629,-20.4072027,-20.0647386,-20.2084793,-20.2453307,-19.8645588,-20.5396465,-20.5690705,-20.2649678,3.4835895,3.4999981,3.3304334,3.4835101,3.5,3.3295297,3.4836689,3.5,3.3313372,600,6.0537419,8.0538866,-40.7481258,1.4962127,-0.0678909,-3.60E-05,-3.60E-07,30
204,3.8319977,3.1519824,3.7302168,3.5309677,2.8344207,3.4334498,3.5309677,2.8668778,3.4248816,-19.6099138,-20.0260427,-19.5000149,-19.4241917,-19.9009758,-19.3041609,-19.795636,-20.1421034,-19.6997713,5.6180801,6,5.5172157,5.6333922,6,5.5410984,5.602768,6,5.4928571,50,3.8985573,4.8211098,-39.2198277,-0.8232516,-0.7812715,-0.0049539,-0.0005921,2.5
205,4.7359819,4.4410507,4.4287663,4.4349519,4.1402251,4.1275259,4.4349519,4.1398161,4.1279466,-19.7468662,-20.0214828,-19.4643709,-19.5337056,-19.9009758,-19.1555375,-19.9600268,-20.1421034,-19.7729053,5.8163018,6,5.6273334,5.8346679,6,5.66443,5.7979357,6,5.5902726,100,4.4988853,5.7216018,-39.4937324,-0.5493468,-0.394149,-0.0012521,-7.50E-05,5
206,5.260205,5.0729444,4.804596,4.959175,4.7730767,4.5014016,4.959175,4.7707489,4.5057196,-19.9106283,-20.0212165,-19.7054852,-19.7873174,-19.9009758,-19.5748576,-20.0339393,-20.1421034,-19.8348204,5.8725777,6,5.6362068,5.8745111,6,5.639937,5.8706442,6,5.6325136,150,4.8504897,6.2490084,-39.8212567,-0.2218225,-0.2651215,-0.0005619,-2.24E-05,7.5
207,5.6350694,5.4973181,5.0693239,5.3340394,5.1964387,4.7678902,5.3340394,5.1961375,4.7686973,-19.9462479,-20.0214978,-19.7446435,-19.827136,-19.9009758,-19.6290568,-20.0653598,-20.1421034,-19.8600157,5.9041076,6,5.6471992,5.9044598,6,5.6481681,5.9037554,6,5.6462322,200,5.100078,6.6233908,-39.8924958,-0.1505834,-0.1992632,-0.0003168,-9.50E-06,10
208,5.9258873,5.8167019,5.2728183,5.6248573,5.5157427,4.9715402,5.6248573,5.515601,4.9720361,-19.9493395,-20.0215199,-19.6968153,-19.8209395,-19.9009758,-19.5407258,-20.0777395,-20.1421034,-19.8527267,5.9239654,6,5.6579572,5.9260007,6,5.6669229,5.9219301,6,5.6490018,250,5.2937245,6.9138605,-39.898679,-0.1444002,-0.1594671,-0.0002029,-4.87E-06,12.5
209,6.1632485,6.0733807,5.4349089,5.8622185,5.7722755,5.1342058,5.8622185,5.7724259,5.1335517,-19.9656954,-20.0215605,-19.722692,-19.8420742,-19.9009758,-19.5860996,-20.0893165,-20.1421034,-19.8594902,5.9362683,6,5.6590464,5.9373161,6,5.6649047,5.9352204,6,5.6531793,300,5.4519712,7.1512307,-39.9313908,-0.1116884,-0.133016,-0.000141,-2.82E-06,15
210,6.3641283,6.2874557,5.5732117,6.0630983,5.9861718,5.2734944,6.0630983,5.9866795,5.2708651,-19.9688736,-20.0216101,-19.6957523,-19.8424021,-19.9009758,-19.5401426,-20.095345,-20.1421034,-19.852307,5.9456404,6,5.6641134,5.9472965,6,5.6753288,5.9439844,6,5.6528299,350,5.5857822,7.351947,-39.9377471,-0.1053321,-0.1140427,-0.0001037,-1.78E-06,17.5
211,6.5380942,6.471126,5.6931243,6.2370642,6.1699638,5.3928868,6.2370642,6.1702283,5.3913004,-20.206676,-20.0215763,-21.3168916,-19.8640765,-19.9009758,-19.6432275,-20.5492755,-20.1421034,-22.9966805,5.952287,6,5.6661079,5.9514354,6,5.6607678,5.9531387,6,5.6714675,400,5.701704,7.5258299,-40.413352,0.3702727,-0.1009829,-8.03E-05,-1.20E-06,20
212,6.6915083,6.6322407,5.7972447,6.3904783,6.3312509,5.4959396,6.3904783,6.3311705,5.4964896,-19.9854968,-20.0215284,-19.7390746,-19.8636953,-19.9009758,-19.6085462,-20.1072984,-20.1421034,-19.8694377,5.9575208,6,5.6670032,5.9580738,6,5.6711301,5.9569678,6,5.6628815,450,5.8039609,7.6792151,-39.9709936,-0.0720856,-0.088785,-6.28E-05,-8.37E-07,22.5
